,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hours,Drop Hours,Request Time Slot
2975,1649,City,39.0,Cancelled,2016-12-07 07:24:00,,7,,Early morning hours
2976,3008,City,39.0,Cancelled,2016-07-13 07:23:01,,7,,Early morning hours
2977,4480,City,39.0,Cancelled,2016-07-14 08:46:34,,8,,Peak morning hours
2978,5713,City,39.0,Cancelled,2016-07-15 07:43:27,,7,,Early morning hours
2979,5866,City,39.0,Cancelled,2016-07-15 09:19:04,,9,,Peak morning hours
2980,5945,Airport,39.0,Cancelled,2016-07-15 10:27:59,,10,,Peak morning hours
2981,126,City,40.0,Cancelled,2016-11-07 05:05:00,,5,,Early morning hours
2982,436,City,40.0,Cancelled,2016-11-07 08:55:00,,8,,Peak morning hours
2983,1620,City,40.0,Cancelled,2016-12-07 06:55:00,,6,,Early morning hours
2984,2206,City,40.0,Cancelled,2016-12-07 17:55:00,,17,,Evening hours
2985,3221,City,40.0,Cancelled,2016-07-13 09:55:14,,9,,Peak morning hours
2986,5583,City,40.0,Cancelled,2016-07-15 05:58:15,,5,,Early morning hours
2987,2131,City,41.0,Cancelled,2016-12-07 17:04:00,,17,,Evening hours
2988,401,City,43.0,Cancelled,2016-11-07 08:27:00,,8,,Peak morning hours
2989,461,City,43.0,Cancelled,2016-11-07 09:15:00,,9,,Peak morning hours
2990,2946,City,43.0,Cancelled,2016-07-13 06:34:48,,6,,Early morning hours
2991,289,City,44.0,Cancelled,2016-11-07 07:09:00,,7,,Early morning hours
2992,1303,City,44.0,Cancelled,2016-11-07 22:27:00,,22,,Night hours
2993,1817,City,44.0,Cancelled,2016-12-07 09:29:00,,9,,Peak morning hours
2994,2970,City,44.0,Cancelled,2016-07-13 06:56:12,,6,,Early morning hours
2995,4519,City,44.0,Cancelled,2016-07-14 09:23:01,,9,,Peak morning hours
2996,5830,City,44.0,Cancelled,2016-07-15 08:55:31,,8,,Peak morning hours
2997,5880,City,44.0,Cancelled,2016-07-15 09:38:50,,9,,Peak morning hours
2998,1520,City,45.0,Cancelled,2016-12-07 05:42:00,,5,,Early morning hours
2999,1789,City,45.0,Cancelled,2016-12-07 09:10:00,,9,,Peak morning hours
3000,2484,Airport,45.0,Cancelled,2016-12-07 20:41:00,,20,,Evening hours
3001,4312,City,45.0,Cancelled,2016-07-14 06:49:09,,6,,Early morning hours
3002,4363,City,45.0,Cancelled,2016-07-14 07:29:23,,7,,Early morning hours
3003,5716,City,45.0,Cancelled,2016-07-15 07:37:00,,7,,Early morning hours
3004,5775,City,45.0,Cancelled,2016-07-15 08:24:01,,8,,Peak morning hours
3005,424,City,46.0,Cancelled,2016-11-07 08:47:00,,8,,Peak morning hours
3006,377,City,47.0,Cancelled,2016-11-07 08:11:00,,8,,Peak morning hours
3007,454,City,47.0,Cancelled,2016-11-07 09:10:00,,9,,Peak morning hours
3008,1603,City,47.0,Cancelled,2016-12-07 06:41:00,,6,,Early morning hours
3009,5300,Airport,47.0,Cancelled,2016-07-14 21:52:23,,21,,Night hours
3010,6560,City,47.0,Cancelled,2016-07-15 21:05:03,,21,,Night hours
3011,2526,Airport,48.0,Cancelled,2016-12-07 21:06:00,,21,,Night hours
3012,2926,City,48.0,Cancelled,2016-07-13 06:27:38,,6,,Early morning hours
3013,141,City,49.0,Cancelled,2016-11-07 05:20:00,,5,,Early morning hours
3014,491,City,49.0,Cancelled,2016-11-07 09:29:00,,9,,Peak morning hours
3015,1875,City,49.0,Cancelled,2016-12-07 10:02:00,,10,,Peak morning hours
3016,4906,City,49.0,Cancelled,2016-07-14 18:03:24,,18,,Evening hours
3017,209,City,50.0,Cancelled,2016-11-07 06:11:00,,6,,Early morning hours
3018,278,City,50.0,Cancelled,2016-11-07 06:55:00,,6,,Early morning hours
3019,1381,City,50.0,Cancelled,2016-12-07 01:07:00,,1,,Early morning hours
3020,5473,City,50.0,Cancelled,2016-07-15 04:44:00,,4,,Early morning hours
3021,5479,City,50.0,Cancelled,2016-07-15 04:50:42,,4,,Early morning hours
3022,6228,City,50.0,Cancelled,2016-07-15 17:43:28,,17,,Evening hours
3023,2940,City,51.0,Cancelled,2016-07-13 06:35:21,,6,,Early morning hours
3024,5780,City,51.0,Cancelled,2016-07-15 08:29:04,,8,,Peak morning hours
3025,1781,City,52.0,Cancelled,2016-12-07 09:01:00,,9,,Peak morning hours
3026,1787,City,52.0,Cancelled,2016-12-07 09:08:00,,9,,Peak morning hours
3027,2423,Airport,52.0,Cancelled,2016-12-07 20:05:00,,20,,Evening hours
3028,4148,City,52.0,Cancelled,2016-07-14 04:57:22,,4,,Early morning hours
3029,411,City,53.0,Cancelled,2016-11-07 08:37:00,,8,,Peak morning hours
3030,3727,Airport,53.0,Cancelled,2016-07-13 20:05:22,,20,,Evening hours
3031,4847,City,53.0,Cancelled,2016-07-14 17:37:48,,17,,Evening hours
3032,216,City,54.0,Cancelled,2016-11-07 06:13:00,,6,,Early morning hours
3033,1898,City,54.0,Cancelled,2016-12-07 10:27:00,,10,,Peak morning hours
3034,2077,City,54.0,Cancelled,2016-12-07 15:40:00,,15,,Noon hours
3035,2486,Airport,54.0,Cancelled,2016-12-07 20:50:00,,20,,Evening hours
3036,2809,City,54.0,Cancelled,2016-07-13 05:05:12,,5,,Early morning hours
3037,2900,City,54.0,Cancelled,2016-07-13 06:01:55,,6,,Early morning hours
3038,3022,City,54.0,Cancelled,2016-07-13 07:34:14,,7,,Early morning hours
3039,3211,City,54.0,Cancelled,2016-07-13 09:48:34,,9,,Peak morning hours
3040,4356,City,54.0,Cancelled,2016-07-14 07:23:36,,7,,Early morning hours
3041,6208,City,54.0,Cancelled,2016-07-15 17:27:11,,17,,Evening hours
3042,6571,City,54.0,Cancelled,2016-07-15 21:16:46,,21,,Night hours
3043,237,City,56.0,Cancelled,2016-11-07 06:29:00,,6,,Early morning hours
3044,4328,City,56.0,Cancelled,2016-07-14 07:07:46,,7,,Early morning hours
3045,4757,Airport,56.0,Cancelled,2016-07-14 15:30:06,,15,,Noon hours
3046,323,City,57.0,Cancelled,2016-11-07 07:36:00,,7,,Early morning hours
3047,421,City,57.0,Cancelled,2016-11-07 08:43:00,,8,,Peak morning hours
3048,1458,City,57.0,Cancelled,2016-12-07 04:52:00,,4,,Early morning hours
3049,3920,City,57.0,Cancelled,2016-07-13 22:16:51,,22,,Night hours
3050,4401,City,57.0,Cancelled,2016-07-14 08:03:39,,8,,Peak morning hours
3051,1034,Airport,58.0,Cancelled,2016-11-07 19:27:00,,19,,Evening hours
3052,1543,City,58.0,Cancelled,2016-12-07 06:02:00,,6,,Early morning hours
3053,2909,City,58.0,Cancelled,2016-07-13 06:10:59,,6,,Early morning hours
3054,3015,City,58.0,Cancelled,2016-07-13 07:34:01,,7,,Early morning hours
3055,4165,City,58.0,Cancelled,2016-07-14 05:07:32,,5,,Early morning hours
3056,5410,City,58.0,Cancelled,2016-07-15 01:45:43,,1,,Early morning hours
3057,328,City,59.0,Cancelled,2016-11-07 07:33:00,,7,,Early morning hours
3058,580,City,59.0,Cancelled,2016-11-07 10:59:00,,10,,Peak morning hours
3059,4357,City,59.0,Cancelled,2016-07-14 07:31:35,,7,,Early morning hours
3060,4560,City,59.0,Cancelled,2016-07-14 09:48:36,,9,,Peak morning hours
3061,5647,City,59.0,Cancelled,2016-07-15 06:51:10,,6,,Early morning hours
3062,5704,City,59.0,Cancelled,2016-07-15 07:33:52,,7,,Early morning hours
3063,2855,City,60.0,Cancelled,2016-07-13 05:35:47,,5,,Early morning hours
3064,5565,City,60.0,Cancelled,2016-07-15 05:45:17,,5,,Early morning hours
3065,235,City,61.0,Cancelled,2016-11-07 06:22:00,,6,,Early morning hours
3066,2109,Airport,61.0,Cancelled,2016-12-07 16:20:00,,16,,Noon hours
3067,4230,City,61.0,Cancelled,2016-07-14 05:50:10,,5,,Early morning hours
3068,111,City,62.0,Cancelled,2016-11-07 05:06:00,,5,,Early morning hours
3069,168,City,62.0,Cancelled,2016-11-07 05:37:00,,5,,Early morning hours
3070,187,City,62.0,Cancelled,2016-11-07 05:57:00,,5,,Early morning hours
3071,1492,City,62.0,Cancelled,2016-12-07 05:30:00,,5,,Early morning hours
3072,2992,City,62.0,Cancelled,2016-07-13 07:11:45,,7,,Early morning hours
3073,3433,Airport,62.0,Cancelled,2016-07-13 16:01:28,,16,,Noon hours
3074,5536,City,62.0,Cancelled,2016-07-15 05:31:14,,5,,Early morning hours
3075,474,City,63.0,Cancelled,2016-11-07 09:24:00,,9,,Peak morning hours
3076,1722,City,63.0,Cancelled,2016-12-07 08:17:00,,8,,Peak morning hours
3077,2978,City,63.0,Cancelled,2016-07-13 06:54:58,,6,,Early morning hours
3078,2983,City,63.0,Cancelled,2016-07-13 07:08:36,,7,,Early morning hours
3079,3866,Airport,63.0,Cancelled,2016-07-13 21:40:55,,21,,Night hours
3080,4491,City,63.0,Cancelled,2016-07-14 08:56:21,,8,,Peak morning hours
3081,4603,Airport,63.0,Cancelled,2016-07-14 10:22:45,,10,,Peak morning hours
3082,1325,City,64.0,Cancelled,2016-11-07 23:06:00,,23,,Night hours
3083,3450,Airport,64.0,Cancelled,2016-07-13 16:49:15,,16,,Noon hours
3084,4329,City,64.0,Cancelled,2016-07-14 07:08:40,,7,,Early morning hours
3085,1723,City,65.0,Cancelled,2016-12-07 08:18:00,,8,,Peak morning hours
3086,3261,Airport,65.0,Cancelled,2016-07-13 10:20:35,,10,,Peak morning hours
3087,3309,City,65.0,Cancelled,2016-07-13 11:59:21,,11,,Peak morning hours
3088,3666,City,65.0,Cancelled,2016-07-13 19:25:29,,19,,Evening hours
3089,6129,Airport,65.0,Cancelled,2016-07-15 15:36:17,,15,,Noon hours
3090,1513,City,66.0,Cancelled,2016-12-07 05:44:00,,5,,Early morning hours
3091,2011,City,66.0,Cancelled,2016-12-07 13:30:00,,13,,Noon hours
3092,2931,City,66.0,Cancelled,2016-07-13 06:31:03,,6,,Early morning hours
3093,6397,City,66.0,Cancelled,2016-07-15 19:29:17,,19,,Evening hours
3094,176,City,67.0,Cancelled,2016-11-07 05:42:00,,5,,Early morning hours
3095,3180,City,67.0,Cancelled,2016-07-13 09:23:48,,9,,Peak morning hours
3096,3238,City,67.0,Cancelled,2016-07-13 10:04:18,,10,,Peak morning hours
3097,4360,City,67.0,Cancelled,2016-07-14 07:30:30,,7,,Early morning hours
3098,6717,City,67.0,Cancelled,2016-07-15 23:12:21,,23,,Night hours
3099,386,City,68.0,Cancelled,2016-11-07 08:29:00,,8,,Peak morning hours
3100,528,City,68.0,Cancelled,2016-11-07 09:50:00,,9,,Peak morning hours
3101,2556,Airport,68.0,Cancelled,2016-12-07 21:24:00,,21,,Night hours
3102,3286,City,68.0,Cancelled,2016-07-13 11:10:46,,11,,Peak morning hours
3103,5805,City,68.0,Cancelled,2016-07-15 08:36:49,,8,,Peak morning hours
3104,5911,City,68.0,Cancelled,2016-07-15 09:53:55,,9,,Peak morning hours
3105,245,City,69.0,Cancelled,2016-11-07 06:33:00,,6,,Early morning hours
3106,1532,City,69.0,Cancelled,2016-12-07 05:54:00,,5,,Early morning hours
3107,3161,City,69.0,Cancelled,2016-07-13 09:05:57,,9,,Peak morning hours
3108,3523,Airport,69.0,Cancelled,2016-07-13 17:47:46,,17,,Evening hours
3109,4278,City,69.0,Cancelled,2016-07-14 06:26:10,,6,,Early morning hours
3110,5835,City,69.0,Cancelled,2016-07-15 08:53:49,,8,,Peak morning hours
3111,99,City,70.0,Cancelled,2016-11-07 05:00:00,,5,,Early morning hours
3112,162,City,70.0,Cancelled,2016-11-07 05:34:00,,5,,Early morning hours
3113,307,City,70.0,Cancelled,2016-11-07 07:20:00,,7,,Early morning hours
3114,1767,City,70.0,Cancelled,2016-12-07 08:46:00,,8,,Peak morning hours
3115,5502,City,70.0,Cancelled,2016-07-15 05:03:26,,5,,Early morning hours
3116,5644,City,70.0,Cancelled,2016-07-15 06:50:34,,6,,Early morning hours
3117,5736,City,70.0,Cancelled,2016-07-15 07:50:43,,7,,Early morning hours
3118,3808,Airport,71.0,Cancelled,2016-07-13 20:58:40,,20,,Evening hours
3119,5831,City,71.0,Cancelled,2016-07-15 08:56:04,,8,,Peak morning hours
3120,5980,City,71.0,Cancelled,2016-07-15 11:39:58,,11,,Peak morning hours
3121,353,City,72.0,Cancelled,2016-11-07 07:55:00,,7,,Early morning hours
3122,397,City,72.0,Cancelled,2016-11-07 08:23:00,,8,,Peak morning hours
3123,1843,City,72.0,Cancelled,2016-12-07 09:39:00,,9,,Peak morning hours
3124,2019,City,72.0,Cancelled,2016-12-07 13:46:00,,13,,Noon hours
3125,1732,City,73.0,Cancelled,2016-12-07 08:19:00,,8,,Peak morning hours
3126,1984,City,73.0,Cancelled,2016-12-07 12:30:00,,12,,Noon hours
3127,5886,City,73.0,Cancelled,2016-07-15 09:33:07,,9,,Peak morning hours
3128,6098,Airport,73.0,Cancelled,2016-07-15 14:40:08,,14,,Noon hours
3129,2048,Airport,74.0,Cancelled,2016-12-07 14:40:00,,14,,Noon hours
3130,2844,Airport,74.0,Cancelled,2016-07-13 05:28:12,,5,,Early morning hours
3131,1426,City,76.0,Cancelled,2016-12-07 04:24:00,,4,,Early morning hours
3132,2969,City,76.0,Cancelled,2016-07-13 06:52:10,,6,,Early morning hours
3133,5584,City,76.0,Cancelled,2016-07-15 05:53:54,,5,,Early morning hours
3134,1704,City,77.0,Cancelled,2016-12-07 07:59:00,,7,,Early morning hours
3135,3399,City,77.0,Cancelled,2016-07-13 15:05:30,,15,,Noon hours
3136,4298,City,77.0,Cancelled,2016-07-14 06:40:29,,6,,Early morning hours
3137,4019,City,78.0,Cancelled,2016-07-13 00:00:24,,0,,Early morning hours
3138,3197,City,78.0,Cancelled,2016-07-13 09:44:52,,9,,Peak morning hours
3139,4166,City,78.0,Cancelled,2016-07-14 05:10:41,,5,,Early morning hours
3140,4238,City,78.0,Cancelled,2016-07-14 05:54:41,,5,,Early morning hours
3141,5894,City,78.0,Cancelled,2016-07-15 09:46:14,,9,,Peak morning hours
3142,6647,City,78.0,Cancelled,2016-07-15 22:02:02,,22,,Night hours
3143,210,City,79.0,Cancelled,2016-11-07 06:12:00,,6,,Early morning hours
3144,403,City,79.0,Cancelled,2016-11-07 08:35:00,,8,,Peak morning hours
3145,568,Airport,79.0,Cancelled,2016-11-07 10:23:00,,10,,Peak morning hours
3146,856,City,79.0,Cancelled,2016-11-07 17:47:00,,17,,Evening hours
3147,1757,City,79.0,Cancelled,2016-12-07 08:38:00,,8,,Peak morning hours
3148,2842,City,79.0,Cancelled,2016-07-13 05:17:08,,5,,Early morning hours
3149,3147,City,80.0,Cancelled,2016-07-13 08:55:48,,8,,Peak morning hours
3150,4497,City,80.0,Cancelled,2016-07-14 08:59:45,,8,,Peak morning hours
3151,4770,City,80.0,Cancelled,2016-07-14 15:52:41,,15,,Noon hours
3152,5493,City,80.0,Cancelled,2016-07-15 05:01:35,,5,,Early morning hours
3153,5540,City,80.0,Cancelled,2016-07-15 05:27:47,,5,,Early morning hours
3154,2003,Airport,81.0,Cancelled,2016-12-07 13:19:00,,13,,Noon hours
3155,4179,City,81.0,Cancelled,2016-07-14 05:27:26,,5,,Early morning hours
3156,4561,City,81.0,Cancelled,2016-07-14 09:43:37,,9,,Peak morning hours
3157,5806,Airport,81.0,Cancelled,2016-07-15 08:46:33,,8,,Peak morning hours
3158,1881,City,82.0,Cancelled,2016-12-07 10:04:00,,10,,Peak morning hours
3159,3235,City,82.0,Cancelled,2016-07-13 10:01:02,,10,,Peak morning hours
3160,5604,City,82.0,Cancelled,2016-07-15 06:08:30,,6,,Early morning hours
3161,1557,City,83.0,Cancelled,2016-12-07 06:17:00,,6,,Early morning hours
3162,1661,City,83.0,Cancelled,2016-12-07 07:30:00,,7,,Early morning hours
3163,2022,City,83.0,Cancelled,2016-12-07 13:45:00,,13,,Noon hours
3164,3188,City,83.0,Cancelled,2016-07-13 09:34:22,,9,,Peak morning hours
3165,5655,City,83.0,Cancelled,2016-07-15 06:59:47,,6,,Early morning hours
3166,5903,City,83.0,Cancelled,2016-07-15 09:58:03,,9,,Peak morning hours
3167,6209,Airport,83.0,Cancelled,2016-07-15 17:32:54,,17,,Evening hours
3168,536,City,84.0,Cancelled,2016-11-07 09:59:00,,9,,Peak morning hours
3169,1134,Airport,84.0,Cancelled,2016-11-07 20:33:00,,20,,Evening hours
3170,1604,City,84.0,Cancelled,2016-12-07 06:37:00,,6,,Early morning hours
3171,1653,City,84.0,Cancelled,2016-12-07 07:27:00,,7,,Early morning hours
3172,1695,City,84.0,Cancelled,2016-12-07 07:57:00,,7,,Early morning hours
3173,2750,City,84.0,Cancelled,2016-07-13 03:24:24,,3,,Early morning hours
3174,2884,City,84.0,Cancelled,2016-07-13 05:54:44,,5,,Early morning hours
3175,3191,City,84.0,Cancelled,2016-07-13 09:32:18,,9,,Peak morning hours
3176,3193,City,84.0,Cancelled,2016-07-13 09:33:21,,9,,Peak morning hours
3177,3524,City,84.0,Cancelled,2016-07-13 17:51:15,,17,,Evening hours
3178,4294,City,84.0,Cancelled,2016-07-14 06:40:54,,6,,Early morning hours
3179,4484,City,84.0,Cancelled,2016-07-14 08:55:30,,8,,Peak morning hours
3180,324,City,85.0,Cancelled,2016-11-07 07:40:00,,7,,Early morning hours
3181,3351,Airport,85.0,Cancelled,2016-07-13 13:20:21,,13,,Noon hours
3182,4195,City,85.0,Cancelled,2016-07-14 05:28:28,,5,,Early morning hours
3183,5685,City,85.0,Cancelled,2016-07-15 07:17:02,,7,,Early morning hours
3184,2889,City,86.0,Cancelled,2016-07-13 05:55:36,,5,,Early morning hours
3185,4301,City,86.0,Cancelled,2016-07-14 06:46:41,,6,,Early morning hours
3186,1294,City,87.0,Cancelled,2016-11-07 22:26:00,,22,,Night hours
3187,5935,City,87.0,Cancelled,2016-07-15 10:13:46,,10,,Peak morning hours
3188,428,City,88.0,Cancelled,2016-11-07 08:48:00,,8,,Peak morning hours
3189,450,City,88.0,Cancelled,2016-11-07 09:11:00,,9,,Peak morning hours
3190,4510,City,88.0,Cancelled,2016-07-14 09:07:46,,9,,Peak morning hours
3191,432,City,89.0,Cancelled,2016-11-07 08:52:00,,8,,Peak morning hours
3192,2491,Airport,89.0,Cancelled,2016-12-07 20:55:00,,20,,Evening hours
3193,5569,City,89.0,Cancelled,2016-07-15 05:41:45,,5,,Early morning hours
3194,5671,City,89.0,Cancelled,2016-07-15 07:05:11,,7,,Early morning hours
3195,6374,City,89.0,Cancelled,2016-07-15 19:10:02,,19,,Evening hours
3196,4464,City,90.0,Cancelled,2016-07-14 08:42:46,,8,,Peak morning hours
3197,5609,City,90.0,Cancelled,2016-07-15 06:15:40,,6,,Early morning hours
3198,5848,City,90.0,Cancelled,2016-07-15 09:04:50,,9,,Peak morning hours
3199,543,City,91.0,Cancelled,2016-11-07 10:03:00,,10,,Peak morning hours
3200,2828,City,92.0,Cancelled,2016-07-13 05:20:11,,5,,Early morning hours
3201,2993,City,92.0,Cancelled,2016-07-13 07:05:55,,7,,Early morning hours
3202,3018,Airport,92.0,Cancelled,2016-07-13 07:27:44,,7,,Early morning hours
3203,4155,City,92.0,Cancelled,2016-07-14 05:06:35,,5,,Early morning hours
3204,2552,City,93.0,Cancelled,2016-12-07 21:23:00,,21,,Night hours
3205,3430,Airport,93.0,Cancelled,2016-07-13 16:01:54,,16,,Noon hours
3206,4167,City,93.0,Cancelled,2016-07-14 05:13:45,,5,,Early morning hours
3207,5508,City,93.0,Cancelled,2016-07-15 05:04:48,,5,,Early morning hours
3208,5729,City,93.0,Cancelled,2016-07-15 07:49:27,,7,,Early morning hours
3209,202,City,94.0,Cancelled,2016-11-07 06:09:00,,6,,Early morning hours
3210,341,City,94.0,Cancelled,2016-11-07 07:46:00,,7,,Early morning hours
3211,3049,City,94.0,Cancelled,2016-07-13 07:43:49,,7,,Early morning hours
3212,6323,Airport,94.0,Cancelled,2016-07-15 18:39:39,,18,,Evening hours
3213,6462,City,94.0,Cancelled,2016-07-15 20:11:36,,20,,Evening hours
3214,3242,City,95.0,Cancelled,2016-07-13 10:08:10,,10,,Peak morning hours
3215,4499,City,95.0,Cancelled,2016-07-14 09:01:54,,9,,Peak morning hours
3216,3182,City,96.0,Cancelled,2016-07-13 09:24:57,,9,,Peak morning hours
3217,4173,City,96.0,Cancelled,2016-07-14 05:08:03,,5,,Early morning hours
3218,4189,City,96.0,Cancelled,2016-07-14 05:25:55,,5,,Early morning hours
3219,6390,Airport,96.0,Cancelled,2016-07-15 19:19:26,,19,,Evening hours
3220,1231,City,97.0,Cancelled,2016-11-07 21:34:00,,21,,Night hours
3221,1589,City,97.0,Cancelled,2016-12-07 06:35:00,,6,,Early morning hours
3222,1815,City,97.0,Cancelled,2016-12-07 09:20:00,,9,,Peak morning hours
3223,5678,City,97.0,Cancelled,2016-07-15 07:09:12,,7,,Early morning hours
3224,239,City,98.0,Cancelled,2016-11-07 06:25:00,,6,,Early morning hours
3225,551,City,98.0,Cancelled,2016-11-07 10:10:00,,10,,Peak morning hours
3226,2097,Airport,98.0,Cancelled,2016-12-07 16:03:00,,16,,Noon hours
3227,2613,Airport,98.0,Cancelled,2016-12-07 22:06:00,,22,,Night hours
3228,5497,City,98.0,Cancelled,2016-07-15 05:00:30,,5,,Early morning hours
3229,5668,City,98.0,Cancelled,2016-07-15 07:06:58,,7,,Early morning hours
3230,482,City,99.0,Cancelled,2016-11-07 09:25:00,,9,,Peak morning hours
3231,544,City,99.0,Cancelled,2016-11-07 10:07:00,,10,,Peak morning hours
3232,1227,Airport,99.0,Cancelled,2016-11-07 21:32:00,,21,,Night hours
3233,1489,City,99.0,Cancelled,2016-12-07 05:21:00,,5,,Early morning hours
3234,2588,Airport,99.0,Cancelled,2016-12-07 21:45:00,,21,,Night hours
3235,3152,City,99.0,Cancelled,2016-07-13 08:57:47,,8,,Peak morning hours
3236,5853,City,99.0,Cancelled,2016-07-15 09:10:12,,9,,Peak morning hours
3237,2933,City,100.0,Cancelled,2016-07-13 06:26:18,,6,,Early morning hours
3238,5543,City,100.0,Cancelled,2016-07-15 05:30:53,,5,,Early morning hours
3239,1356,City,101.0,Cancelled,2016-11-07 23:42:00,,23,,Night hours
3240,1403,City,101.0,Cancelled,2016-12-07 02:39:00,,2,,Early morning hours
3241,2459,Airport,101.0,Cancelled,2016-12-07 20:30:00,,20,,Evening hours
3242,3023,City,101.0,Cancelled,2016-07-13 07:27:40,,7,,Early morning hours
3243,4444,City,101.0,Cancelled,2016-07-14 08:28:21,,8,,Peak morning hours
3244,1733,City,102.0,Cancelled,2016-12-07 08:23:00,,8,,Peak morning hours
3245,1937,Airport,102.0,Cancelled,2016-12-07 11:26:00,,11,,Peak morning hours
3246,5614,City,102.0,Cancelled,2016-07-15 06:14:39,,6,,Early morning hours
3247,5718,City,102.0,Cancelled,2016-07-15 07:39:12,,7,,Early morning hours
3248,334,City,103.0,Cancelled,2016-11-07 07:40:00,,7,,Early morning hours
3249,1107,City,103.0,Cancelled,2016-11-07 20:14:00,,20,,Evening hours
3250,3033,City,103.0,Cancelled,2016-07-13 07:35:16,,7,,Early morning hours
3251,3099,City,103.0,Cancelled,2016-07-13 08:22:13,,8,,Peak morning hours
3252,4302,City,103.0,Cancelled,2016-07-14 06:48:59,,6,,Early morning hours
3253,4829,City,103.0,Cancelled,2016-07-14 17:25:49,,17,,Evening hours
3254,5854,Airport,103.0,Cancelled,2016-07-15 09:09:32,,9,,Peak morning hours
3255,427,City,104.0,Cancelled,2016-11-07 08:48:00,,8,,Peak morning hours
3256,852,Airport,104.0,Cancelled,2016-11-07 17:48:00,,17,,Evening hours
3257,1931,City,104.0,Cancelled,2016-12-07 11:13:00,,11,,Peak morning hours
3258,3292,Airport,104.0,Cancelled,2016-07-13 11:18:55,,11,,Peak morning hours
3259,5154,Airport,104.0,Cancelled,2016-07-14 20:19:26,,20,,Evening hours
3260,5627,City,104.0,Cancelled,2016-07-15 06:34:09,,6,,Early morning hours
3261,5751,City,104.0,Cancelled,2016-07-15 08:03:01,,8,,Peak morning hours
3262,308,City,105.0,Cancelled,2016-11-07 07:22:00,,7,,Early morning hours
3263,2890,City,105.0,Cancelled,2016-07-13 05:55:20,,5,,Early morning hours
3264,4245,City,105.0,Cancelled,2016-07-14 05:58:24,,5,,Early morning hours
3265,4423,City,105.0,Cancelled,2016-07-14 08:18:46,,8,,Peak morning hours
3266,212,City,106.0,Cancelled,2016-11-07 06:09:00,,6,,Early morning hours
3267,3034,City,106.0,Cancelled,2016-07-13 07:39:44,,7,,Early morning hours
3268,6669,City,106.0,Cancelled,2016-07-15 22:12:00,,22,,Night hours
3269,252,City,107.0,Cancelled,2016-11-07 06:36:00,,6,,Early morning hours
3270,391,City,107.0,Cancelled,2016-11-07 08:24:00,,8,,Peak morning hours
3271,412,City,107.0,Cancelled,2016-11-07 08:37:00,,8,,Peak morning hours
3272,5709,City,107.0,Cancelled,2016-07-15 07:44:55,,7,,Early morning hours
3273,6300,Airport,107.0,Cancelled,2016-07-15 18:20:30,,18,,Evening hours
3274,381,City,108.0,Cancelled,2016-11-07 08:16:00,,8,,Peak morning hours
3275,3030,City,108.0,Cancelled,2016-07-13 07:32:06,,7,,Early morning hours
3276,3671,Airport,108.0,Cancelled,2016-07-13 19:28:05,,19,,Evening hours
3277,4186,City,108.0,Cancelled,2016-07-14 05:24:34,,5,,Early morning hours
3278,4281,City,108.0,Cancelled,2016-07-14 06:23:20,,6,,Early morning hours
3279,1864,City,109.0,Cancelled,2016-12-07 09:54:00,,9,,Peak morning hours
3280,2073,City,109.0,Cancelled,2016-12-07 15:27:00,,15,,Noon hours
3281,3113,City,109.0,Cancelled,2016-07-13 08:36:12,,8,,Peak morning hours
3282,4885,City,109.0,Cancelled,2016-07-14 17:56:19,,17,,Evening hours
3283,326,City,110.0,Cancelled,2016-11-07 07:33:00,,7,,Early morning hours
3284,1401,City,110.0,Cancelled,2016-12-07 02:42:00,,2,,Early morning hours
3285,2792,City,110.0,Cancelled,2016-07-13 04:58:06,,4,,Early morning hours
3286,149,City,111.0,Cancelled,2016-11-07 05:29:00,,5,,Early morning hours
3287,368,City,111.0,Cancelled,2016-11-07 08:06:00,,8,,Peak morning hours
3288,1927,City,111.0,Cancelled,2016-12-07 11:08:00,,11,,Peak morning hours
3289,2068,Airport,112.0,Cancelled,2016-12-07 15:13:00,,15,,Noon hours
3290,2396,Airport,112.0,Cancelled,2016-12-07 19:52:00,,19,,Evening hours
3291,4890,City,112.0,Cancelled,2016-07-14 17:55:51,,17,,Evening hours
3292,2117,City,113.0,Cancelled,2016-12-07 16:33:00,,16,,Noon hours
3293,2780,City,113.0,Cancelled,2016-07-13 04:43:32,,4,,Early morning hours
3294,4863,Airport,113.0,Cancelled,2016-07-14 17:40:14,,17,,Evening hours
3295,5782,City,113.0,Cancelled,2016-07-15 08:35:31,,8,,Peak morning hours
3296,188,City,114.0,Cancelled,2016-11-07 05:54:00,,5,,Early morning hours
3297,1699,City,114.0,Cancelled,2016-12-07 08:02:00,,8,,Peak morning hours
3298,3043,City,114.0,Cancelled,2016-07-13 07:42:32,,7,,Early morning hours
3299,3818,Airport,114.0,Cancelled,2016-07-13 21:06:59,,21,,Night hours
3300,4187,City,114.0,Cancelled,2016-07-14 05:27:38,,5,,Early morning hours
3301,4381,City,114.0,Cancelled,2016-07-14 07:45:41,,7,,Early morning hours
3302,4530,City,114.0,Cancelled,2016-07-14 09:33:37,,9,,Peak morning hours
3303,4774,Airport,114.0,Cancelled,2016-07-14 15:59:04,,15,,Noon hours
3304,5423,City,114.0,Cancelled,2016-07-15 02:11:10,,2,,Early morning hours
